Durchlauf 1:

timestamp,elapsed_s,cpu_percent,ram_mb,ram_percent
Gesamt: 
    CPU-Auslastung:
        Durchschnitt: ~12.2233 %
        Maximum: 	~18.4667 %
    RAM-Verbrauch: 
        Durchschnitt: 0.0 MB
        Maximum: 0.0 MB
    Ladezeit: 
        Durchschnitt: 0.002s
    Kompelieren + Linken:
        Durchschnitt: ~21.333ms
