Durchlauf 1:

timestamp,elapsed_s,cpu_percent,ram_mb,ram_percent
00:03:53,41.48,21.1,62.61,0.395
00:03:53,42.0,21.1,62.61,0.395
00:03:54,42.52,25.0,62.61,0.395
00:03:55,43.04,21.2,62.61,0.395
00:03:55,43.56,19.2,62.61,0.395
00:03:56,44.08,17.4,62.61,0.395
00:03:56,44.6,19.3,62.61,0.395
00:03:57,45.12,21.2,62.7,0.395
00:03:57,45.64,25.0,62.53,0.394
00:03:58,46.16,23.0,62.53,0.394
00:03:58,46.68,25.1,62.33,0.393
00:03:59,47.19,21.2,62.33,0.393
00:03:59,47.71,23.1,62.33,0.393
00:04:00,48.23,27.0,62.34,0.393
00:04:00,48.75,19.3,62.35,0.393
00:04:01,49.27,19.3,62.35,0.393
00:04:01,49.78,17.4,62.35,0.393
00:04:02,50.3,21.1,62.35,0.393
00:04:02,50.82,25.1,62.35,0.393
00:04:03,51.34,21.2,62.35,0.393
00:04:03,51.86,21.3,62.35,0.393
00:04:04,52.38,17.4,62.35,0.393
00:04:04,52.9,21.2,62.35,0.393
00:04:05,53.41,25.1,62.35,0.393
00:04:05,53.93,21.2,62.25,0.392
00:04:06,54.45,21.2,62.25,0.392
00:04:06,54.97,25.1,62.97,0.397
00:04:07,55.49,25.0,62.23,0.392
00:04:07,56.01,26.9,62.23,0.392
00:04:08,56.53,25.0,62.24,0.392
00:04:09,57.05,23.1,62.24,0.392
00:04:09,57.57,23.0,62.24,0.392
00:04:10,58.09,28.9,62.2,0.392
00:04:10,58.61,25.1,62.2,0.392
00:04:11,59.13,27.0,62.2,0.392
00:04:11,59.65,21.2,62.2,0.392

Ergebnis:
  Messungen       : 116
  CPU-Auslastung  (inkl. Kind-Prozesse)
    Durchschnitt  : 18.99 %
    Maximum       : 28.90 %
    Minimum       : 0.00 %
  RAM-Verbrauch   (inkl. Kind-Prozesse)
    Durchschnitt  : 62.5 MB
    Maximum       : 63.0 MB
    Minimum       : 62.2 MB

Durchlauf 3:

timestamp,elapsed_s,cpu_percent,ram_mb,ram_percent
00:04:19,0.01,30.5,61.96,0.391
00:04:20,0.53,15.4,62.03,0.391
00:04:20,1.05,17.4,62.04,0.391
00:04:21,1.57,13.5,62.04,0.391
00:04:21,2.08,25.4,61.96,0.391
00:04:22,2.6,17.4,61.96,0.391
00:04:22,3.12,17.4,61.96,0.391
00:04:23,3.63,13.7,61.96,0.391
00:04:23,4.14,15.5,61.97,0.391
00:04:24,4.67,15.4,61.97,0.391
00:04:25,5.17,15.8,61.97,0.391
00:04:25,5.69,15.3,61.98,0.391
00:04:26,6.22,15.3,61.98,0.391
00:04:26,6.73,13.5,61.98,0.391
00:04:27,7.25,17.4,61.98,0.391
00:04:27,7.77,23.1,61.98,0.391
00:04:28,8.29,15.4,61.98,0.391
00:04:28,8.81,23.2,61.98,0.391
00:04:29,9.32,19.3,62.09,0.391
00:04:29,9.84,21.3,62.09,0.391
00:04:30,10.36,13.5,62.09,0.391
00:04:30,10.88,19.3,62.09,0.391
00:04:31,11.39,19.3,62.09,0.391
00:04:31,11.92,17.2,62.09,0.391
00:04:32,12.43,17.4,62.12,0.392
00:04:32,12.95,15.4,62.12,0.392
00:04:33,13.47,15.5,62.12,0.392
00:04:33,13.98,15.5,62.12,0.392
00:04:34,14.5,13.5,62.12,0.392
00:04:34,15.02,15.3,62.12,0.392
00:04:35,15.54,15.5,62.12,0.392
00:04:35,16.06,15.4,62.12,0.392
00:04:36,16.58,13.5,62.13,0.392
00:04:36,17.09,15.5,62.13,0.392
00:04:37,17.61,17.4,62.13,0.392
00:04:37,18.13,15.5,62.13,0.392
00:04:38,18.65,17.4,62.13,0.392
00:04:39,19.17,15.3,62.13,0.392
00:04:39,19.69,15.4,62.13,0.392
00:04:40,20.21,17.3,62.13,0.392
00:04:40,20.72,17.4,62.13,0.392
00:04:41,21.24,17.4,62.14,0.392
00:04:41,21.76,19.3,62.16,0.392
00:04:42,22.28,17.4,62.16,0.392
00:04:42,22.8,17.3,62.16,0.392
00:04:43,23.32,17.3,62.16,0.392
00:04:43,23.84,19.3,62.16,0.392
00:04:44,24.36,17.3,62.16,0.392
00:04:44,24.87,15.4,62.16,0.392
00:04:45,25.39,19.3,62.16,0.392
00:04:45,25.91,17.4,62.16,0.392
00:04:46,26.43,15.4,62.16,0.392
00:04:46,26.95,15.5,62.16,0.392
00:04:47,27.47,21.1,62.16,0.392
00:04:47,27.99,19.2,62.16,0.392
00:04:48,28.51,15.4,62.16,0.392
00:04:48,29.03,17.4,62.16,0.392
00:04:49,29.54,15.5,62.16,0.392
00:04:49,30.06,17.3,62.16,0.392
00:04:50,30.58,17.4,62.16,0.392
00:04:50,31.1,21.2,62.16,0.392
00:04:51,31.62,17.4,62.17,0.392
00:04:51,32.14,15.4,62.17,0.392
00:04:52,32.65,21.2,62.17,0.392
00:04:53,33.17,17.4,62.17,0.392
00:04:53,33.69,23.1,62.17,0.392
00:04:54,34.21,19.3,62.17,0.392
00:04:54,34.73,19.2,62.17,0.392
00:04:55,35.25,19.3,62.17,0.392
00:04:55,35.77,19.3,62.17,0.392
00:04:56,36.28,17.4,62.17,0.392
00:04:56,36.8,17.4,62.18,0.392
00:04:57,37.32,23.0,62.32,0.393
00:04:57,37.84,15.5,62.32,0.393
00:04:58,38.36,21.1,62.32,0.393
00:04:58,38.88,23.2,62.32,0.393
00:04:59,39.4,17.4,62.32,0.393
00:04:59,39.92,17.4,62.32,0.393
00:05:00,40.43,17.4,62.32,0.393
00:05:00,40.95,17.4,62.33,0.393
00:05:01,41.47,19.3,62.33,0.393
00:05:01,41.99,23.1,62.33,0.393
